Datetime,State,Region,Energy Required (MU),Energy Available (MU),Peak Demand (MW),Peak Met (MW),Solar Generation,Wind Generation,Hydro Generation,Temperature,Rainfall,Humidity,Holiday,Festival
2023-01-05 13:00:00,Maharashtra,Western Region,437.14,425.4,8058.5,7814.2,119.71,23.49,52.87,20.8,0.0,32.3,0,None
2023-01-05 14:00:00,Maharashtra,Western Region,387.44,376.84,7154.2,6890.5,102.82,22.22,51.25,25.6,0.0,44.8,0,None
2023-01-05 15:00:00,Maharashtra,Western Region,372.91,362.89,6876.6,6776.6,83.45,32.3,53.74,21.7,0.0,37.0,0,None
2023-01-05 16:00:00,Maharashtra,Western Region,351.34,341.64,6505.5,6458.0,64.48,32.58,56.3,24.2,0.0,47.9,0,None
2023-01-05 17:00:00,Maharashtra,Western Region,332.81,330.71,6130.5,6046.8,27.61,28.16,51.23,22.3,0.0,61.6,0,None
2023-01-05 18:00:00,Maharashtra,Western Region,331.05,321.84,6179.0,6111.6,0.19,35.96,53.68,24.4,0.0,44.2,0,None
2023-01-05 19:00:00,Maharashtra,Western Region,380.03,376.9,7084.5,7056.4,0.0,51.47,40.63,18.9,0.0,41.1,0,None
2023-01-05 20:00:00,Maharashtra,Western Region,375.01,372.01,6957.8,6932.5,0.0,37.92,58.86,17.9,0.0,31.9,0,None
2023-01-05 21:00:00,Maharashtra,Western Region,362.12,356.6,6726.4,6577.2,0.0,40.23,51.94,15.9,0.0,40.6,0,None
2023-01-05 22:00:00,Maharashtra,Western Region,341.55,341.24,6359.0,6187.4,0.0,49.87,47.83,15.4,0.0,27.1,0,None
2023-01-05 23:00:00,Maharashtra,Western Region,345.65,336.04,6398.4,6228.7,0.0,52.26,40.66,13.3,0.0,41.3,0,None
2023-01-06 00:00:00,Maharashtra,Western Region,335.99,327.59,6258.2,6126.7,0.0,59.87,59.0,12.6,0.0,42.9,0,None
2023-01-06 01:00:00,Maharashtra,Western Region,278.7,271.27,5152.4,5055.8,0.0,52.93,48.18,16.0,0.0,48.1,0,None
2023-01-06 02:00:00,Maharashtra,Western Region,228.88,222.3,4241.2,4218.8,0.0,39.71,50.47,13.9,0.0,44.0,0,None
2023-01-06 03:00:00,Maharashtra,Western Region,249.45,242.19,4670.2,4521.1,0.0,22.44,44.77,14.8,0.0,53.0,0,None
2023-01-06 04:00:00,Maharashtra,Western Region,262.45,260.03,4853.8,4779.6,0.0,37.29,48.86,13.0,0.0,47.2,0,None
2023-01-06 05:00:00,Maharashtra,Western Region,278.59,272.03,5099.4,5028.3,0.0,47.29,56.63,18.2,1.3,46.6,0,None
2023-01-06 06:00:00,Maharashtra,Western Region,306.21,303.81,5736.6,5708.7,0.0,43.04,48.49,18.4,0.0,47.4,0,None
2023-01-06 07:00:00,Maharashtra,Western Region,395.84,393.68,7329.1,7037.6,34.05,36.73,48.21,14.4,0.0,37.5,0,None
2023-01-06 08:00:00,Maharashtra,Western Region,387.57,380.28,7154.9,6933.7,52.8,20.42,59.32,16.5,0.0,36.2,0,None
2023-01-06 09:00:00,Maharashtra,Western Region,434.34,428.07,8012.6,7801.5,81.41,42.41,55.89,19.3,0.0,39.4,0,None
2023-01-06 10:00:00,Maharashtra,Western Region,474.57,470.56,8808.3,8792.6,95.7,40.64,54.35,20.0,0.0,33.9,0,None
2023-01-06 11:00:00,Maharashtra,Western Region,469.77,459.69,8739.3,8578.2,112.14,18.27,39.84,20.4,0.0,48.1,0,None
2023-01-06 12:00:00,Maharashtra,Western Region,458.75,454.36,8478.9,8201.3,112.15,15.17,40.48,20.5,0.0,52.3,0,None
2023-01-06 13:00:00,Maharashtra,Western Region,445.79,443.2,8218.2,8097.6,107.95,24.03,49.88,24.6,0.0,46.8,0,None
2023-01-06 14:00:00,Maharashtra,Western Region,415.76,408.41,7626.7,7577.8,106.64,19.74,52.41,22.1,0.0,46.0,0,None
2023-01-06 15:00:00,Maharashtra,Western Region,399.03,395.05,7394.0,7231.9,81.26,31.55,48.23,21.5,0.0,51.0,0,None
2023-01-06 16:00:00,Maharashtra,Western Region,377.74,372.6,7069.4,6852.2,61.55,24.67,52.72,20.3,0.0,35.5,0,None
2023-01-06 17:00:00,Maharashtra,Western Region,339.98,336.84,6304.8,6198.5,27.04,44.23,60.07,23.0,0.0,31.5,0,None
2023-01-06 18:00:00,Maharashtra,Western Region,337.6,332.73,6235.7,6003.1,0.0,26.19,45.73,19.2,0.0,42.0,0,None
2023-01-06 19:00:00,Maharashtra,Western Region,320.09,313.69,5940.4,5861.9,0.0,41.53,55.0,18.1,0.0,50.6,0,None
2023-01-06 20:00:00,Maharashtra,Western Region,338.74,334.02,6298.2,6070.6,0.0,43.27,45.91,20.5,0.0,48.4,0,None
2023-01-06 21:00:00,Maharashtra,Western Region,335.33,335.25,6187.8,6169.7,0.0,54.34,53.65,19.3,0.0,42.5,0,None
2023-01-06 22:00:00,Maharashtra,Western Region,334.08,332.34,6198.6,6144.6,0.0,42.0,51.35,17.8,0.0,46.1,0,None
2023-01-06 23:00:00,Maharashtra,Western Region,331.27,327.3,6020.9,5904.3,0.0,34.8,53.05,13.6,0.0,37.9,0,None
2023-01-07 00:00:00,Maharashtra,Western Region,305.57,304.45,5711.4,5681.3,0.0,46.92,52.78,14.5,0.0,51.7,0,None
2023-01-07 01:00:00,Maharashtra,Western Region,286.3,280.68,5251.6,5246.5,0.0,48.09,45.47,15.0,0.0,49.8,0,None
2023-01-07 02:00:00,Maharashtra,Western Region,240.96,237.36,4484.2,4376.3,0.0,67.71,48.2,15.6,0.0,48.8,0,None
2023-01-07 03:00:00,Maharashtra,Western Region,247.83,242.71,4609.2,4518.1,0.0,46.06,53.18,13.6,0.0,37.1,0,None
2023-01-07 04:00:00,Maharashtra,Western Region,244.22,237.34,4538.9,4499.1,0.0,46.82,42.31,13.1,0.0,43.8,0,None
2023-01-07 05:00:00,Maharashtra,Western Region,271.92,269.41,5015.4,4827.3,0.0,40.07,47.98,14.1,0.0,44.5,0,None
2023-01-07 06:00:00,Maharashtra,Western Region,346.27,340.31,6337.7,6177.4,0.0,42.3,53.0,16.2,0.0,45.0,0,None
2023-01-07 07:00:00,Maharashtra,Western Region,351.61,346.71,6524.4,6319.6,29.48,26.51,34.45,16.6,0.0,54.7,0,None
2023-01-07 08:00:00,Maharashtra,Western Region,398.3,390.23,7359.9,7176.2,50.2,43.98,42.84,18.0,0.0,49.6,0,None
2023-01-07 09:00:00,Maharashtra,Western Region,430.13,420.51,8048.7,7997.5,73.47,19.04,56.24,21.6,0.0,38.0,0,None
2023-01-07 10:00:00,Maharashtra,Western Region,466.9,460.15,8660.6,8491.6,105.31,28.41,46.16,23.2,0.0,40.2,0,None
2023-01-07 11:00:00,Maharashtra,Western Region,451.04,442.24,8295.7,8220.9,116.36,17.59,51.11,19.8,0.0,43.2,0,None
2023-01-07 12:00:00,Maharashtra,Western Region,473.96,460.04,8818.1,8685.7,121.41,14.34,45.31,19.9,0.0,49.3,0,None
2023-01-07 13:00:00,Maharashtra,Western Region,444.34,431.57,8328.5,8318.0,113.4,31.14,53.34,20.7,0.0,35.0,0,None
2023-01-07 14:00:00,Maharashtra,Western Region,417.17,412.87,7699.4,7677.3,111.2,36.4,54.47,21.0,0.0,52.4,0,None
2023-01-07 15:00:00,Maharashtra,Western Region,376.99,375.71,6960.5,6861.9,78.45,40.84,43.38,20.6,0.0,40.2,0,None
2023-01-07 16:00:00,Maharashtra,Western Region,357.27,354.36,6642.6,6424.0,64.19,20.99,57.28,22.8,0.0,40.3,0,None
2023-01-07 17:00:00,Maharashtra,Western Region,340.35,335.3,6325.8,6285.5,31.21,34.32,46.09,22.6,0.0,47.6,0,None
2023-01-07 18:00:00,Maharashtra,Western Region,355.75,354.4,6645.9,6422.6,0.0,35.63,60.87,20.5,0.0,58.6,0,None
2023-01-07 19:00:00,Maharashtra,Western Region,337.24,335.22,6252.0,6185.2,0.0,38.73,48.75,20.0,0.0,43.0,0,None
2023-01-07 20:00:00,Maharashtra,Western Region,390.28,378.63,7180.9,7168.9,0.0,46.06,51.67,15.9,0.0,35.4,0,None
2023-01-07 21:00:00,Maharashtra,Western Region,346.83,346.79,6375.5,6304.6,0.0,36.76,54.33,17.9,0.0,33.4,0,None
2023-01-07 22:00:00,Maharashtra,Western Region,364.11,353.22,6659.8,6605.0,0.0,55.45,60.09,12.9,0.0,46.8,0,None
2023-01-07 23:00:00,Maharashtra,Western Region,328.21,324.07,6165.0,6067.2,0.0,42.8,46.61,17.1,0.0,46.4,0,None
2023-01-08 00:00:00,Maharashtra,Western Region,279.91,272.16,5169.8,5125.3,0.0,54.74,49.96,17.4,0.0,53.2,1,None
2023-01-08 01:00:00,Maharashtra,Western Region,251.72,246.65,4614.7,4470.8,0.0,54.95,43.15,13.5,0.0,52.6,1,None
2023-01-08 02:00:00,Maharashtra,Western Region,239.27,235.12,4487.5,4329.2,0.0,53.04,51.14,13.8,0.0,57.1,1,None
2023-01-08 03:00:00,Maharashtra,Western Region,238.18,232.35,4335.8,4166.9,0.0,43.17,61.31,15.0,0.0,54.2,1,None
2023-01-08 04:00:00,Maharashtra,Western Region,228.93,227.84,4260.9,4168.6,0.0,28.35,56.2,12.8,0.0,46.1,1,None
2023-01-08 05:00:00,Maharashtra,Western Region,274.85,270.21,5129.7,4957.1,0.0,38.47,49.83,14.4,0.0,36.1,1,None
2023-01-08 06:00:00,Maharashtra,Western Region,255.14,249.38,4675.5,4658.0,1.51,37.83,50.73,17.2,0.0,37.0,1,None
2023-01-08 07:00:00,Maharashtra,Western Region,312.89,303.82,5793.5,5657.0,38.52,28.95,49.87,15.7,0.0,37.6,1,None
2023-01-08 08:00:00,Maharashtra,Western Region,341.15,338.4,6284.8,6280.1,58.59,28.04,53.1,16.3,0.5,50.9,1,None
2023-01-08 09:00:00,Maharashtra,Western Region,391.73,384.09,7210.3,7167.2,78.19,43.71,50.48,20.2,0.0,35.0,1,None
2023-01-08 10:00:00,Maharashtra,Western Region,411.29,405.66,7590.5,7311.7,117.24,25.44,54.16,18.8,0.0,53.1,1,None
2023-01-08 11:00:00,Maharashtra,Western Region,399.18,393.74,7385.9,7328.7,113.67,36.59,60.62,19.2,0.0,21.6,1,None
2023-01-08 12:00:00,Maharashtra,Western Region,398.24,395.33,7319.8,7179.1,119.71,14.83,45.2,20.4,0.0,39.8,1,None
2023-01-08 13:00:00,Maharashtra,Western Region,384.52,381.89,7157.8,7025.7,114.11,24.6,51.9,22.3,0.0,43.0,1,None
2023-01-08 14:00:00,Maharashtra,Western Region,360.98,353.26,6606.2,6551.5,103.9,18.6,56.89,21.9,0.0,37.2,1,None
2023-01-08 15:00:00,Maharashtra,Western Region,336.44,333.37,6192.0,6156.6,88.68,22.86,42.69,24.7,0.0,53.6,1,None
2023-01-08 16:00:00,Maharashtra,Western Region,301.92,296.85,5606.7,5520.4,62.42,24.82,47.58,23.0,0.0,42.9,1,None
2023-01-08 17:00:00,Maharashtra,Western Region,327.97,319.76,6058.1,5855.1,32.38,30.76,56.89,20.9,0.0,56.3,1,None
2023-01-08 18:00:00,Maharashtra,Western Region,307.74,300.24,5675.5,5643.3,0.0,39.64,51.95,21.5,0.0,45.3,1,None
2023-01-08 19:00:00,Maharashtra,Western Region,305.52,299.63,5717.4,5601.7,0.0,36.45,38.27,19.3,0.0,55.5,1,None
2023-01-08 20:00:00,Maharashtra,Western Region,312.54,304.49,5763.6,5613.3,0.0,49.22,53.28,17.3,0.0,52.9,1,None
2023-01-08 21:00:00,Maharashtra,Western Region,307.97,307.78,5758.7,5674.4,0.0,33.46,57.46,19.4,0.0,42.4,1,None
2023-01-08 22:00:00,Maharashtra,Western Region,313.54,306.27,5787.5,5749.8,0.0,44.27,51.21,16.6,0.0,38.7,1,None
2023-01-08 23:00:00,Maharashtra,Western Region,306.35,305.78,5601.6,5572.7,0.0,34.0,50.76,16.5,0.0,34.2,1,None
2023-01-09 00:00:00,Maharashtra,Western Region,315.82,307.4,5937.7,5806.4,0.0,53.28,48.55,15.6,0.0,50.3,0,None
2023-01-09 01:00:00,Maharashtra,Western Region,271.24,263.44,4970.8,4919.1,0.0,51.51,49.62,15.8,0.0,44.0,0,None
